0,1,2
0,"unsigned int pack_6(unsigned char a, unsigned char b, unsigned char c, unsigned char d) {
    
    return ((unsigned int)a << 24) | ((unsigned int)b << 16) | ((unsigned int)c << 8) | d;
}","unsigned int pack_6(unsigned char a, unsigned char b, unsigned char c, unsigned char d) {
    #pragma HLS PIPELINE
    return ((unsigned int)a << 24) | ((unsigned int)b << 16) | ((unsigned int)c << 8) | d;
}"
4,"unsigned int pack_7(unsigned char a, unsigned char b, unsigned char c, unsigned char d) {
    
    return ((unsigned int)a << 24) | ((unsigned int)b << 16) | ((unsigned int)c << 8) | d;
}","unsigned int pack_7(unsigned char a, unsigned char b, unsigned char c, unsigned char d) {
    #pragma HLS PIPELINE
    return ((unsigned int)a << 24) | ((unsigned int)b << 16) | ((unsigned int)c << 8) | d;
}"
0,"unsigned int pack_8(unsigned char a, unsigned char b, unsigned char c, unsigned char d) {
    
    return ((unsigned int)a << 24) | ((unsigned int)b << 16) | ((unsigned int)c << 8) | d;
}","unsigned int pack_8(unsigned char a, unsigned char b, unsigned char c, unsigned char d) {
    #pragma HLS PIPELINE
    return ((unsigned int)a << 24) | ((unsigned int)b << 16) | ((unsigned int)c << 8) | d;
}"
3,"unsigned int pack_9(unsigned char a, unsigned char b, unsigned char c, unsigned char d) {
    
    return ((unsigned int)a << 24) | ((unsigned int)b << 16) | ((unsigned int)c << 8) | d;
}","unsigned int pack_9(unsigned char a, unsigned char b, unsigned char c, unsigned char d) {
    #pragma HLS PIPELINE
    return ((unsigned int)a << 24) | ((unsigned int)b << 16) | ((unsigned int)c << 8) | d;
}"
0,"unsigned int pack_10(unsigned char a, unsigned char b, unsigned char c, unsigned char d) {
    
    return ((unsigned int)a << 24) | ((unsigned int)b << 16) | ((unsigned int)c << 8) | d;
}","unsigned int pack_10(unsigned char a, unsigned char b, unsigned char c, unsigned char d) {
    #pragma HLS PIPELINE
    return ((unsigned int)a << 24) | ((unsigned int)b << 16) | ((unsigned int)c << 8) | d;
}"
3,"unsigned int pack_11(unsigned char a, unsigned char b, unsigned char c, unsigned char d) {
    
    return ((unsigned int)a << 24) | ((unsigned int)b << 16) | ((unsigned int)c << 8) | d;
}","unsigned int pack_11(unsigned char a, unsigned char b, unsigned char c, unsigned char d) {
    #pragma HLS PIPELINE
    return ((unsigned int)a << 24) | ((unsigned int)b << 16) | ((unsigned int)c << 8) | d;
}"
2,"unsigned int pack_12(unsigned char a, unsigned char b, unsigned char c, unsigned char d) {
    
    return ((unsigned int)a << 24) | ((unsigned int)b << 16) | ((unsigned int)c << 8) | d;
}","unsigned int pack_12(unsigned char a, unsigned char b, unsigned char c, unsigned char d) {
    #pragma HLS PIPELINE
    return ((unsigned int)a << 24) | ((unsigned int)b << 16) | ((unsigned int)c << 8) | d;
}"
3,"unsigned int pack_13(unsigned char a, unsigned char b, unsigned char c, unsigned char d) {
    
    return ((unsigned int)a << 24) | ((unsigned int)b << 16) | ((unsigned int)c << 8) | d;
}","unsigned int pack_13(unsigned char a, unsigned char b, unsigned char c, unsigned char d) {
    #pragma HLS PIPELINE
    return ((unsigned int)a << 24) | ((unsigned int)b << 16) | ((unsigned int)c << 8) | d;
}"
1,"unsigned int pack_14(unsigned char a, unsigned char b, unsigned char c, unsigned char d) {
    
    return ((unsigned int)a << 24) | ((unsigned int)b << 16) | ((unsigned int)c << 8) | d;
}","unsigned int pack_14(unsigned char a, unsigned char b, unsigned char c, unsigned char d) {
    #pragma HLS PIPELINE
    return ((unsigned int)a << 24) | ((unsigned int)b << 16) | ((unsigned int)c << 8) | d;
}"
0,"unsigned int pack_15(unsigned char a, unsigned char b, unsigned char c, unsigned char d) {
    
    return ((unsigned int)a << 24) | ((unsigned int)b << 16) | ((unsigned int)c << 8) | d;
}","unsigned int pack_15(unsigned char a, unsigned char b, unsigned char c, unsigned char d) {
    #pragma HLS PIPELINE
    return ((unsigned int)a << 24) | ((unsigned int)b << 16) | ((unsigned int)c << 8) | d;
}"
0,"unsigned int pack_16(unsigned char a, unsigned char b, unsigned char c, unsigned char d) {
    
    return ((unsigned int)a << 24) | ((unsigned int)b << 16) | ((unsigned int)c << 8) | d;
}","unsigned int pack_16(unsigned char a, unsigned char b, unsigned char c, unsigned char d) {
    #pragma HLS PIPELINE
    return ((unsigned int)a << 24) | ((unsigned int)b << 16) | ((unsigned int)c << 8) | d;
}"
1,"unsigned int pack_17(unsigned char a, unsigned char b, unsigned char c, unsigned char d) {
    
    return ((unsigned int)a << 24) | ((unsigned int)b << 16) | ((unsigned int)c << 8) | d;
}","unsigned int pack_17(unsigned char a, unsigned char b, unsigned char c, unsigned char d) {
    #pragma HLS PIPELINE
    return ((unsigned int)a << 24) | ((unsigned int)b << 16) | ((unsigned int)c << 8) | d;
}"
4,"unsigned int pack_18(unsigned char a, unsigned char b, unsigned char c, unsigned char d) {
    
    return ((unsigned int)a << 24) | ((unsigned int)b << 16) | ((unsigned int)c << 8) | d;
}","unsigned int pack_18(unsigned char a, unsigned char b, unsigned char c, unsigned char d) {
    #pragma HLS PIPELINE
    return ((unsigned int)a << 24) | ((unsigned int)b << 16) | ((unsigned int)c << 8) | d;
}"
3,"unsigned int pack_19(unsigned char a, unsigned char b, unsigned char c, unsigned char d) {
    
    return ((unsigned int)a << 24) | ((unsigned int)b << 16) | ((unsigned int)c << 8) | d;
}","unsigned int pack_19(unsigned char a, unsigned char b, unsigned char c, unsigned char d) {
    #pragma HLS PIPELINE
    return ((unsigned int)a << 24) | ((unsigned int)b << 16) | ((unsigned int)c << 8) | d;
}"
4,"void mat_add_0(int A[4][4], int B[4][4], int C[4][4]) {
    
    for (int r = 0; r < 4; r++)
        for (int c = 0; c < 4; c++)
            C[r][c] = A[r][c] + B[r][c];
}","void mat_add_0(int A[4][4], int B[4][4], int C[4][4]) {
    #pragma HLS PIPELINE
    for (int r = 0; r < 4; r++)
        for (int c = 0; c < 4; c++)
            C[r][c] = A[r][c] + B[r][c];
}"
3,"void mat_add_1(int A[4][4], int B[4][4], int C[4][4]) {
    
    for (int r = 0; r < 4; r++)
        for (int c = 0; c < 4; c++)
            C[r][c] = A[r][c] + B[r][c];
}","void mat_add_1(int A[4][4], int B[4][4], int C[4][4]) {
    #pragma HLS PIPELINE
    for (int r = 0; r < 4; r++)
        for (int c = 0; c < 4; c++)
            C[r][c] = A[r][c] + B[r][c];
}"
2,"void mat_add_2(int A[16][16], int B[16][16], int C[16][16]) {
    
    for (int r = 0; r < 16; r++)
        for (int c = 0; c < 16; c++)
            C[r][c] = A[r][c] + B[r][c];
}","void mat_add_2(int A[16][16], int B[16][16], int C[16][16]) {
    #pragma HLS PIPELINE
    for (int r = 0; r < 16; r++)
        for (int c = 0; c < 16; c++)
            C[r][c] = A[r][c] + B[r][c];
}"
3,"void mat_add_3(int A[8][8], int B[8][8], int C[8][8]) {
    
    for (int r = 0; r < 8; r++)
        for (int c = 0; c < 8; c++)
            C[r][c] = A[r][c] + B[r][c];
}","void mat_add_3(int A[8][8], int B[8][8], int C[8][8]) {
    #pragma HLS PIPELINE
    for (int r = 0; r < 8; r++)
        for (int c = 0; c < 8; c++)
            C[r][c] = A[r][c] + B[r][c];
}"
3,"void mat_add_4(int A[8][8], int B[8][8], int C[8][8]) {
    
    for (int r = 0; r < 8; r++)
        for (int c = 0; c < 8; c++)
            C[r][c] = A[r][c] + B[r][c];
}","void mat_add_4(int A[8][8], int B[8][8], int C[8][8]) {
    #pragma HLS PIPELINE
    for (int r = 0; r < 8; r++)
        for (int c = 0; c < 8; c++)
            C[r][c] = A[r][c] + B[r][c];
}"
4,"void mat_add_5(int A[8][8], int B[8][8], int C[8][8]) {
    
    for (int r = 0; r < 8; r++)
        for (int c = 0; c < 8; c++)
            C[r][c] = A[r][c] + B[r][c];
}","void mat_add_5(int A[8][8], int B[8][8], int C[8][8]) {
    #pragma HLS PIPELINE
    for (int r = 0; r < 8; r++)
        for (int c = 0; c < 8; c++)
            C[r][c] = A[r][c] + B[r][c];
}"
2,"void mat_add_6(int A[4][4], int B[4][4], int C[4][4]) {
    
    for (int r = 0; r < 4; r++)
        for (int c = 0; c < 4; c++)
            C[r][c] = A[r][c] + B[r][c];
}","void mat_add_6(int A[4][4], int B[4][4], int C[4][4]) {
    #pragma HLS PIPELINE
    for (int r = 0; r < 4; r++)
        for (int c = 0; c < 4; c++)
            C[r][c] = A[r][c] + B[r][c];
}"
3,"void mat_add_7(int A[4][4], int B[4][4], int C[4][4]) {
    
    for (int r = 0; r < 4; r++)
        for (int c = 0; c < 4; c++)
            C[r][c] = A[r][c] + B[r][c];
}","void mat_add_7(int A[4][4], int B[4][4], int C[4][4]) {
    #pragma HLS PIPELINE
    for (int r = 0; r < 4; r++)
        for (int c = 0; c < 4; c++)
            C[r][c] = A[r][c] + B[r][c];
}"
0,"#include <stdlib.h>
void mat_add_8(int *A = (int *)malloc(32 * sizeof(int))[32], int B[32][32], int C[32][32]) {
    
    for (int r = 0; r < 32; r++)
        for (int c = 0; c < 32; c++)
            C[r][c] = A[r][c] + B[r][c];
}","void mat_add_8(int A[32][32], int B[32][32], int C[32][32]) {
    #pragma HLS PIPELINE
    for (int r = 0; r < 32; r++)
        for (int c = 0; c < 32; c++)
            C[r][c] = A[r][c] + B[r][c];
}"
1,"#include <stdlib.h>
void mat_add_9(int *A = (int *)malloc(4 * sizeof(int))[4], int B[4][4], int C[4][4]) {
    
    for (int r = 0; r < 4; r++)
        for (int c = 0; c < 4; c++)
            C[r][c] = A[r][c] + B[r][c];
}","void mat_add_9(int A[4][4], int B[4][4], int C[4][4]) {
    #pragma HLS PIPELINE
    for (int r = 0; r < 4; r++)
        for (int c = 0; c < 4; c++)
            C[r][c] = A[r][c] + B[r][c];
}"
1,"#include <stdlib.h>
void mat_add_10(int *A = (int *)malloc(4 * sizeof(int))[4], int B[4][4], int C[4][4]) {
    
    for (int r = 0; r < 4; r++)
        for (int c = 0; c < 4; c++)
            C[r][c] = A[r][c] + B[r][c];
}","void mat_add_10(int A[4][4], int B[4][4], int C[4][4]) {
    #pragma HLS PIPELINE
    for (int r = 0; r < 4; r++)
        for (int c = 0; c < 4; c++)
            C[r][c] = A[r][c] + B[r][c];
}"
1,"#include <stdlib.h>
void mat_add_11(int *A = (int *)malloc(4 * sizeof(int))[4], int B[4][4], int C[4][4]) {
    
    for (int r = 0; r < 4; r++)
        for (int c = 0; c < 4; c++)
            C[r][c] = A[r][c] + B[r][c];
}","void mat_add_11(int A[4][4], int B[4][4], int C[4][4]) {
    #pragma HLS PIPELINE
    for (int r = 0; r < 4; r++)
        for (int c = 0; c < 4; c++)
            C[r][c] = A[r][c] + B[r][c];
}"
0,"#include <stdlib.h>
void mat_add_12(int *A = (int *)malloc(8 * sizeof(int))[8], int B[8][8], int C[8][8]) {
    
    for (int r = 0; r < 8; r++)
        for (int c = 0; c < 8; c++)
            C[r][c] = A[r][c] + B[r][c];
}","void mat_add_12(int A[8][8], int B[8][8], int C[8][8]) {
    #pragma HLS PIPELINE
    for (int r = 0; r < 8; r++)
        for (int c = 0; c < 8; c++)
            C[r][c] = A[r][c] + B[r][c];
}"
3,"void mat_add_13(int A[8][8], int B[8][8], int C[8][8]) {
    
    for (int r = 0; r < 8; r++)
        for (int c = 0; c < 8; c++)
            C[r][c] = A[r][c] + B[r][c];
}","void mat_add_13(int A[8][8], int B[8][8], int C[8][8]) {
    #pragma HLS PIPELINE
    for (int r = 0; r < 8; r++)
        for (int c = 0; c < 8; c++)
            C[r][c] = A[r][c] + B[r][c];
}"
3,"void mat_add_14(int A[4][4], int B[4][4], int C[4][4]) {
    
    for (int r = 0; r < 4; r++)
        for (int c = 0; c < 4; c++)
            C[r][c] = A[r][c] + B[r][c];
}","void mat_add_14(int A[4][4], int B[4][4], int C[4][4]) {
    #pragma HLS PIPELINE
    for (int r = 0; r < 4; r++)
        for (int c = 0; c < 4; c++)
            C[r][c] = A[r][c] + B[r][c];
}"
4,"void mat_add_15(int A[8][8], int B[8][8], int C[8][8]) {
    
    for (int r = 0; r < 8; r++)
        for (int c = 0; c < 8; c++)
            C[r][c] = A[r][c] + B[r][c];
}","void mat_add_15(int A[8][8], int B[8][8], int C[8][8]) {
    #pragma HLS PIPELINE
    for (int r = 0; r < 8; r++)
        for (int c = 0; c < 8; c++)
            C[r][c] = A[r][c] + B[r][c];
}"
2,"void mat_add_16(int A[32][32], int B[32][32], int C[32][32]) {
    
    for (int r = 0; r < 32; r++)
        for (int c = 0; c < 32; c++)
            C[r][c] = A[r][c] + B[r][c];
}","void mat_add_16(int A[32][32], int B[32][32], int C[32][32]) {
    #pragma HLS PIPELINE
    for (int r = 0; r < 32; r++)
        for (int c = 0; c < 32; c++)
            C[r][c] = A[r][c] + B[r][c];
}"
2,"void mat_add_17(int A[8][8], int B[8][8], int C[8][8]) {
    
    for (int r = 0; r < 8; r++)
        for (int c = 0; c < 8; c++)
            C[r][c] = A[r][c] + B[r][c];
}","void mat_add_17(int A[8][8], int B[8][8], int C[8][8]) {
    #pragma HLS PIPELINE
    for (int r = 0; r < 8; r++)
        for (int c = 0; c < 8; c++)
            C[r][c] = A[r][c] + B[r][c];
}"
1,"#include <stdlib.h>
void mat_add_18(int *A = (int *)malloc(32 * sizeof(int))[32], int B[32][32], int C[32][32]) {
    
    for (int r = 0; r < 32; r++)
        for (int c = 0; c < 32; c++)
            C[r][c] = A[r][c] + B[r][c];
}","void mat_add_18(int A[32][32], int B[32][32], int C[32][32]) {
    #pragma HLS PIPELINE
    for (int r = 0; r < 32; r++)
        for (int c = 0; c < 32; c++)
            C[r][c] = A[r][c] + B[r][c];
}"
4,"void mat_add_19(int A[16][16], int B[16][16], int C[16][16]) {
    
    for (int r = 0; r < 16; r++)
        for (int c = 0; c < 16; c++)
            C[r][c] = A[r][c] + B[r][c];
}","void mat_add_19(int A[16][16], int B[16][16], int C[16][16]) {
    #pragma HLS PIPELINE
    for (int r = 0; r < 16; r++)
        for (int c = 0; c < 16; c++)
            C[r][c] = A[r][c] + B[r][c];
}"
1,"#include <stdlib.h>
void mat_add_20(int *A = (int *)malloc(4 * sizeof(int))[4], int B[4][4], int C[4][4]) {
    
    for (int r = 0; r < 4; r++)
        for (int c = 0; c < 4; c++)
            C[r][c] = A[r][c] + B[r][c];
}","void mat_add_20(int A[4][4], int B[4][4], int C[4][4]) {
    #pragma HLS PIPELINE
    for (int r = 0; r < 4; r++)
        for (int c = 0; c < 4; c++)
            C[r][c] = A[r][c] + B[r][c];
}"
0,"#include <stdlib.h>
void mat_add_21(int *A = (int *)malloc(8 * sizeof(int))[8], int B[8][8], int C[8][8]) {
    
    for (int r = 0; r < 8; r++)
        for (int c = 0; c < 8; c++)
            C[r][c] = A[r][c] + B[r][c];
}","void mat_add_21(int A[8][8], int B[8][8], int C[8][8]) {
    #pragma HLS PIPELINE
    for (int r = 0; r < 8; r++)
        for (int c = 0; c < 8; c++)
            C[r][c] = A[r][c] + B[r][c];
}"
4,"void mat_add_22(int A[32][32], int B[32][32], int C[32][32]) {
    
    for (int r = 0; r < 32; r++)
        for (int c = 0; c < 32; c++)
            C[r][c] = A[r][c] + B[r][c];
}","void mat_add_22(int A[32][32], int B[32][32], int C[32][32]) {
    #pragma HLS PIPELINE
    for (int r = 0; r < 32; r++)
        for (int c = 0; c < 32; c++)
            C[r][c] = A[r][c] + B[r][c];
}"
4,"void mat_add_23(int A[16][16], int B[16][16], int C[16][16]) {
    
    for (int r = 0; r < 16; r++)
        for (int c = 0; c < 16; c++)
            C[r][c] = A[r][c] + B[r][c];
}","void mat_add_23(int A[16][16], int B[16][16], int C[16][16]) {
    #pragma HLS PIPELINE
    for (int r = 0; r < 16; r++)
        for (int c = 0; c < 16; c++)
            C[r][c] = A[r][c] + B[r][c];
}"
2,"void mat_add_24(int A[16][16], int B[16][16], int C[16][16]) {
    
    for (int r = 0; r < 16; r++)
        for (int c = 0; c < 16; c++)
            C[r][c] = A[r][c] + B[r][c];
}","void mat_add_24(int A[16][16], int B[16][16], int C[16][16]) {
    #pragma HLS PIPELINE
    for (int r = 0; r < 16; r++)
        for (int c = 0; c < 16; c++)
            C[r][c] = A[r][c] + B[r][c];
}"
3,"void mat_add_25(int A[8][8], int B[8][8], int C[8][8]) {
    
    for (int r = 0; r < 8; r++)
        for (int c = 0; c < 8; c++)
            C[r][c] = A[r][c] + B[r][c];
}","void mat_add_25(int A[8][8], int B[8][8], int C[8][8]) {
    #pragma HLS PIPELINE
    for (int r = 0; r < 8; r++)
        for (int c = 0; c < 8; c++)
            C[r][c] = A[r][c] + B[r][c];
}"
1,"#include <stdlib.h>
void mat_add_26(int *A = (int *)malloc(8 * sizeof(int))[8], int B[8][8], int C[8][8]) {
    
    for (int r = 0; r < 8; r++)
        for (int c = 0; c < 8; c++)
            C[r][c] = A[r][c] + B[r][c];
}","void mat_add_26(int A[8][8], int B[8][8], int C[8][8]) {
    #pragma HLS PIPELINE
    for (int r = 0; r < 8; r++)
        for (int c = 0; c < 8; c++)
            C[r][c] = A[r][c] + B[r][c];
}"
3,"void mat_add_27(int A[16][16], int B[16][16], int C[16][16]) {
    
    for (int r = 0; r < 16; r++)
        for (int c = 0; c < 16; c++)
            C[r][c] = A[r][c] + B[r][c];
}","void mat_add_27(int A[16][16], int B[16][16], int C[16][16]) {
    #pragma HLS PIPELINE
    for (int r = 0; r < 16; r++)
        for (int c = 0; c < 16; c++)
            C[r][c] = A[r][c] + B[r][c];
}"
2,"void mat_add_28(int A[4][4], int B[4][4], int C[4][4]) {
    
    for (int r = 0; r < 4; r++)
        for (int c = 0; c < 4; c++)
            C[r][c] = A[r][c] + B[r][c];
}","void mat_add_28(int A[4][4], int B[4][4], int C[4][4]) {
    #pragma HLS PIPELINE
    for (int r = 0; r < 4; r++)
        for (int c = 0; c < 4; c++)
            C[r][c] = A[r][c] + B[r][c];
}"
2,"void mat_add_29(int A[4][4], int B[4][4], int C[4][4]) {
    
    for (int r = 0; r < 4; r++)
        for (int c = 0; c < 4; c++)
            C[r][c] = A[r][c] + B[r][c];
}","void mat_add_29(int A[4][4], int B[4][4], int C[4][4]) {
    #pragma HLS PIPELINE
    for (int r = 0; r < 4; r++)
        for (int c = 0; c < 4; c++)
            C[r][c] = A[r][c] + B[r][c];
}"
0,"#include <stdlib.h>
void mat_add_30(int *A = (int *)malloc(32 * sizeof(int))[32], int B[32][32], int C[32][32]) {
    
    for (int r = 0; r < 32; r++)
        for (int c = 0; c < 32; c++)
            C[r][c] = A[r][c] + B[r][c];
}","void mat_add_30(int A[32][32], int B[32][32], int C[32][32]) {
    #pragma HLS PIPELINE
    for (int r = 0; r < 32; r++)
        for (int c = 0; c < 32; c++)
            C[r][c] = A[r][c] + B[r][c];
}"
4,"void mat_add_31(int A[4][4], int B[4][4], int C[4][4]) {
    
    for (int r = 0; r < 4; r++)
        for (int c = 0; c < 4; c++)
            C[r][c] = A[r][c] + B[r][c];
}","void mat_add_31(int A[4][4], int B[4][4], int C[4][4]) {
    #pragma HLS PIPELINE
    for (int r = 0; r < 4; r++)
        for (int c = 0; c < 4; c++)
            C[r][c] = A[r][c] + B[r][c];
}"
1,"#include <stdlib.h>
void mat_add_32(int *A = (int *)malloc(16 * sizeof(int))[16], int B[16][16], int C[16][16]) {
    
    for (int r = 0; r < 16; r++)
        for (int c = 0; c < 16; c++)
            C[r][c] = A[r][c] + B[r][c];
}","void mat_add_32(int A[16][16], int B[16][16], int C[16][16]) {
    #pragma HLS PIPELINE
    for (int r = 0; r < 16; r++)
        for (int c = 0; c < 16; c++)
            C[r][c] = A[r][c] + B[r][c];
}"
4,"void mat_add_33(int A[16][16], int B[16][16], int C[16][16]) {
    
    for (int r = 0; r < 16; r++)
        for (int c = 0; c < 16; c++)
            C[r][c] = A[r][c] + B[r][c];
}","void mat_add_33(int A[16][16], int B[16][16], int C[16][16]) {
    #pragma HLS PIPELINE
    for (int r = 0; r < 16; r++)
        for (int c = 0; c < 16; c++)
            C[r][c] = A[r][c] + B[r][c];
}"
1,"#include <stdlib.h>
void mat_add_34(int *A = (int *)malloc(16 * sizeof(int))[16], int B[16][16], int C[16][16]) {
    
    for (int r = 0; r < 16; r++)
        for (int c = 0; c < 16; c++)
            C[r][c] = A[r][c] + B[r][c];
}","void mat_add_34(int A[16][16], int B[16][16], int C[16][16]) {
    #pragma HLS PIPELINE
    for (int r = 0; r < 16; r++)
        for (int c = 0; c < 16; c++)
            C[r][c] = A[r][c] + B[r][c];
}"
1,"#include <stdlib.h>
void mat_add_35(int *A = (int *)malloc(4 * sizeof(int))[4], int B[4][4], int C[4][4]) {
    
    for (int r = 0; r < 4; r++)
        for (int c = 0; c < 4; c++)
            C[r][c] = A[r][c] + B[r][c];
}","void mat_add_35(int A[4][4], int B[4][4], int C[4][4]) {
    #pragma HLS PIPELINE
    for (int r = 0; r < 4; r++)
        for (int c = 0; c < 4; c++)
            C[r][c] = A[r][c] + B[r][c];
}"
1,"#include <stdlib.h>
void mat_add_36(int *A = (int *)malloc(32 * sizeof(int))[32], int B[32][32], int C[32][32]) {
    
    for (int r = 0; r < 32; r++)
        for (int c = 0; c < 32; c++)
            C[r][c] = A[r][c] + B[r][c];
}","void mat_add_36(int A[32][32], int B[32][32], int C[32][32]) {
    #pragma HLS PIPELINE
    for (int r = 0; r < 32; r++)
        for (int c = 0; c < 32; c++)
            C[r][c] = A[r][c] + B[r][c];
}"
1,"#include <stdlib.h>
void mat_add_37(int *A = (int *)malloc(4 * sizeof(int))[4], int B[4][4], int C[4][4]) {
    
    for (int r = 0; r < 4; r++)
        for (int c = 0; c < 4; c++)
            C[r][c] = A[r][c] + B[r][c];
}","void mat_add_37(int A[4][4], int B[4][4], int C[4][4]) {
    #pragma HLS PIPELINE
    for (int r = 0; r < 4; r++)
        for (int c = 0; c < 4; c++)
            C[r][c] = A[r][c] + B[r][c];
}"
3,"void mat_add_38(int A[32][32], int B[32][32], int C[32][32]) {
    
    for (int r = 0; r < 32; r++)
        for (int c = 0; c < 32; c++)
            C[r][c] = A[r][c] + B[r][c];
}","void mat_add_38(int A[32][32], int B[32][32], int C[32][32]) {
    #pragma HLS PIPELINE
    for (int r = 0; r < 32; r++)
        for (int c = 0; c < 32; c++)
            C[r][c] = A[r][c] + B[r][c];
}"
2,"void mat_add_39(int A[4][4], int B[4][4], int C[4][4]) {
    
    for (int r = 0; r < 4; r++)
        for (int c = 0; c < 4; c++)
            C[r][c] = A[r][c] + B[r][c];
}","void mat_add_39(int A[4][4], int B[4][4], int C[4][4]) {
    #pragma HLS PIPELINE
    for (int r = 0; r < 4; r++)
        for (int c = 0; c < 4; c++)
            C[r][c] = A[r][c] + B[r][c];
}"
2,"void mat_add_40(int A[16][16], int B[16][16], int C[16][16]) {
    
    for (int r = 0; r < 16; r++)
        for (int c = 0; c < 16; c++)
            C[r][c] = A[r][c] + B[r][c];
}","void mat_add_40(int A[16][16], int B[16][16], int C[16][16]) {
    #pragma HLS PIPELINE
    for (int r = 0; r < 16; r++)
        for (int c = 0; c < 16; c++)
            C[r][c] = A[r][c] + B[r][c];
}"
4,"void mat_add_41(int A[16][16], int B[16][16], int C[16][16]) {
    
    for (int r = 0; r < 16; r++)
        for (int c = 0; c < 16; c++)
            C[r][c] = A[r][c] + B[r][c];
}","void mat_add_41(int A[16][16], int B[16][16], int C[16][16]) {
    #pragma HLS PIPELINE
    for (int r = 0; r < 16; r++)
        for (int c = 0; c < 16; c++)
            C[r][c] = A[r][c] + B[r][c];
}"
0,"#include <stdlib.h>
void mat_add_42(int *A = (int *)malloc(8 * sizeof(int))[8], int B[8][8], int C[8][8]) {
    
    for (int r = 0; r < 8; r++)
        for (int c = 0; c < 8; c++)
            C[r][c] = A[r][c] + B[r][c];
}","void mat_add_42(int A[8][8], int B[8][8], int C[8][8]) {
    #pragma HLS PIPELINE
    for (int r = 0; r < 8; r++)
        for (int c = 0; c < 8; c++)
            C[r][c] = A[r][c] + B[r][c];
}"
3,"void mat_add_43(int A[4][4], int B[4][4], int C[4][4]) {
    
    for (int r = 0; r < 4; r++)
        for (int c = 0; c < 4; c++)
            C[r][c] = A[r][c] + B[r][c];
}","void mat_add_43(int A[4][4], int B[4][4], int C[4][4]) {
    #pragma HLS PIPELINE
    for (int r = 0; r < 4; r++)
        for (int c = 0; c < 4; c++)
            C[r][c] = A[r][c] + B[r][c];
}"
0,"#include <stdlib.h>
void mat_add_44(int *A = (int *)malloc(4 * sizeof(int))[4], int B[4][4], int C[4][4]) {
    
    for (int r = 0; r < 4; r++)
        for (int c = 0; c < 4; c++)
            C[r][c] = A[r][c] + B[r][c];
}","void mat_add_44(int A[4][4], int B[4][4], int C[4][4]) {
    #pragma HLS PIPELINE
    for (int r = 0; r < 4; r++)
        for (int c = 0; c < 4; c++)
            C[r][c] = A[r][c] + B[r][c];
}"
4,"void mat_add_45(int A[8][8], int B[8][8], int C[8][8]) {
    
    for (int r = 0; r < 8; r++)
        for (int c = 0; c < 8; c++)
            C[r][c] = A[r][c] + B[r][c];
}","void mat_add_45(int A[8][8], int B[8][8], int C[8][8]) {
    #pragma HLS PIPELINE
    for (int r = 0; r < 8; r++)
        for (int c = 0; c < 8; c++)
            C[r][c] = A[r][c] + B[r][c];
}"
2,"void mat_add_46(int A[16][16], int B[16][16], int C[16][16]) {
    
    for (int r = 0; r < 16; r++)
        for (int c = 0; c < 16; c++)
            C[r][c] = A[r][c] + B[r][c];
}","void mat_add_46(int A[16][16], int B[16][16], int C[16][16]) {
    #pragma HLS PIPELINE
    for (int r = 0; r < 16; r++)
        for (int c = 0; c < 16; c++)
            C[r][c] = A[r][c] + B[r][c];
}"
4,"void mat_add_47(int A[4][4], int B[4][4], int C[4][4]) {
    
    for (int r = 0; r < 4; r++)
        for (int c = 0; c < 4; c++)
            C[r][c] = A[r][c] + B[r][c];
}","void mat_add_47(int A[4][4], int B[4][4], int C[4][4]) {
    #pragma HLS PIPELINE
    for (int r = 0; r < 4; r++)
        for (int c = 0; c < 4; c++)
            C[r][c] = A[r][c] + B[r][c];
}"
1,"#include <stdlib.h>
void mat_add_48(int *A = (int *)malloc(8 * sizeof(int))[8], int B[8][8], int C[8][8]) {
    
    for (int r = 0; r < 8; r++)
        for (int c = 0; c < 8; c++)
            C[r][c] = A[r][c] + B[r][c];
}","void mat_add_48(int A[8][8], int B[8][8], int C[8][8]) {
    #pragma HLS PIPELINE
    for (int r = 0; r < 8; r++)
        for (int c = 0; c < 8; c++)
            C[r][c] = A[r][c] + B[r][c];
}"
0,"#include <stdlib.h>
void mat_add_49(int *A = (int *)malloc(4 * sizeof(int))[4], int B[4][4], int C[4][4]) {
    
    for (int r = 0; r < 4; r++)
        for (int c = 0; c < 4; c++)
            C[r][c] = A[r][c] + B[r][c];
}","void mat_add_49(int A[4][4], int B[4][4], int C[4][4]) {
    #pragma HLS PIPELINE
    for (int r = 0; r < 4; r++)
        for (int c = 0; c < 4; c++)
            C[r][c] = A[r][c] + B[r][c];
}"
0,"#include <stdlib.h>
void fir_0(int *input = (int *)malloc(256 * sizeof(int)), int output[256], int coeff[32]) {
    
    for (int n = 0; n < 256; n++) {
        int acc = 0;
        for (int k = 0; k < 32; k++) {
            int idx = n - k;
            if (idx >= 0) acc += input[idx] * coeff[k];
        }
        output[n] = acc;
    }
}","void fir_0(int input[256], int output[256], int coeff[32]) {
    #pragma HLS PIPELINE
    for (int n = 0; n < 256; n++) {
        int acc = 0;
        for (int k = 0; k < 32; k++) {
            int idx = n - k;
            if (idx >= 0) acc += input[idx] * coeff[k];
        }
        output[n] = acc;
    }
}"
